Domain,base_host,CSE_Score,CSE_Match,Lexical_Score,CSE_Similarity,risk_bucket,reason
ngsss.co.in,ngsss.co.in,0.3414,NIC,0.1768,0.5882,low,lexical+cse
jingpin30104984.top,jingpin30104984.top,0.3116,IOCL,0.2813,0.3571,low,lexical+cse
diviseguniformes.com.br,diviseguniformes.com.br,0.3075,ICICI,0.2458,0.4,low,lexical+cse
istanbulnakliyatci.com.tr,istanbulnakliyatci.com.tr,0.302,ICICI,0.2512,0.3784,low,lexical+cse
lauraroseskinclinic.com,lauraroseskinclinic.com,0.3514,NIC,0.0988,0.7304,low,lexical+cse
teammunichea.com,teammunichea.com,0.3641,NIC,0.0818,0.7875,low,lexical+cse
nicolas-hamel.africa,nicolas-hamel.africa,0.3596,NIC,0.0993,0.75,low,lexical+cse
directneh.top,directneh.top,0.3144,ICICI,0.1907,0.5,low,lexical+cse
coinnexus.click,coinnexus.click,0.3149,SBI,0.1914,0.5,low,lexical+cse
fcommunicatuion.store,fcommunicatuion.store,0.3549,NIC,0.0962,0.7429,low,lexical+cse
greenschool.io.vn,greenschool.io.vn,0.3051,NIC,0.2186,0.4348,low,lexical+cse
riksow.com.br,riksow.com.br,0.3106,ICICI,0.1976,0.48,low,lexical+cse
marselectronicsllc.com,marselectronicsllc.com,0.3502,NIC,0.0928,0.7364,low,lexical+cse
ravanicontrasto.shop,ravanicontrasto.shop,0.3544,NIC,0.0907,0.75,low,lexical+cse
knoex1.top,knoex1.top,0.3165,PNB,0.1942,0.5,low,lexical+cse
01egv2.info,01egv2.info,0.3078,NIC,0.1209,0.5882,low,lexical+cse
riftwalkerchronicle.info,riftwalkerchronicle.info,0.3518,NIC,0.103,0.725,low,lexical+cse
drive-up.co.il,drive-up.co.il,0.3026,IOCL,0.2144,0.4348,low,lexical+cse
desafioradiodisney.com.br,desafioradiodisney.com.br,0.3007,ICICI,0.2489,0.3784,low,lexical+cse
choice24care.co.uk,choice24care.co.uk,0.309,ICICI,0.2391,0.4138,low,lexical+cse
qasikay.com.ar,qasikay.com.ar,0.3125,SBI,0.2033,0.4762,low,lexical+cse
shunyingpay8899.top,shunyingpay8899.top,0.3007,SBI,0.2447,0.3846,low,lexical+cse
dutajaya-tehnic.biz.id,dutajaya-tehnic.biz.id,0.4416,NIC,0.2451,0.7364,low,lexical+cse
bobdobber.com,bobdobber.com,0.3687,BoB,0.0606,0.8308,low,lexical+cse
inko.click,inko.click,0.3292,IOCL,0.1677,0.5714,low,lexical+cse
lifcard.com.br,lifcard.com.br,0.3134,SBI,0.2048,0.4762,low,lexical+cse
brandgrove.in,brandgrove.in,0.3004,NIC,0.0795,0.6316,low,lexical+cse
centralseguroseprevidencia.com.br,centralseguroseprevidencia.com.br,0.3117,ICICI,0.2825,0.3556,low,lexical+cse
becc.com.br,becc.com.br,0.3137,ICICI,0.1749,0.5217,low,lexical+cse
freinds.co.nl,freinds.co.nl,0.3041,IOCL,0.2038,0.4545,low,lexical+cse
securoserv.co.in,securoserv.co.in,0.3076,NIC,0.2096,0.4545,low,lexical+cse
santafe-botanicals.com,santafe-botanicals.com,0.3561,NIC,0.1026,0.7364,low,lexical+cse
ng-venice.shop,ng-venice.shop,0.3787,NIC,0.0882,0.8143,low,lexical+cse
goldwise.icu,goldwise.icu,0.3045,SBI,0.19,0.4762,low,lexical+cse
9njbsh.icu,9njbsh.icu,0.3045,NIC,0.1998,0.4615,low,lexical+cse
skillplay.com.br,skillplay.com.br,0.3041,SBI,0.2169,0.4348,low,lexical+cse
furnicraft.ca,furnicraft.ca,0.3748,NIC,0.0709,0.8308,low,lexical+cse
go88.se.net,go88.se.net,0.3143,NIC,0.2101,0.4706,low,lexical+cse
alvinye.top,alvinye.top,0.3021,PNB,0.1898,0.4706,low,lexical+cse
nich-world.com,nich-world.com,0.3787,NIC,0.0882,0.8143,low,lexical+cse
mfgc.co.in,mfgc.co.in,0.3585,NIC,0.1808,0.625,low,lexical+cse
asteriskchronicles.com,asteriskchronicles.com,0.3542,NIC,0.0995,0.7364,low,lexical+cse
writicism.in.net,writicism.in.net,0.3003,ICICI,0.2042,0.4444,low,lexical+cse
siha06.xyz,siha06.xyz,0.3173,SBI,0.2151,0.4706,low,lexical+cse
babushkabobra.online,babushkabobra.online,0.355,BoB,0.0917,0.75,low,lexical+cse
jillyannichols.com,jillyannichols.com,0.3597,NIC,0.0883,0.7667,low,lexical+cse
rnsineuskc06.icu,rnsineuskc06.icu,0.3211,SBI,0.2151,0.48,low,lexical+cse
coffeemachinebsb.com.br,coffeemachinebsb.com.br,0.3034,ICICI,0.2391,0.4,low,lexical+cse
cronicanoticias.com,cronicanoticias.com,0.3511,NIC,0.08,0.7579,low,lexical+cse
9mechanics.com,9mechanics.com,0.3801,NIC,0.0906,0.8143,low,lexical+cse
imagestock.co.in,imagestock.co.in,0.3118,NIC,0.2166,0.4545,low,lexical+cse
btv24.in.net,btv24.in.net,0.3075,NIC,0.2163,0.4444,low,lexical+cse
vastudios.com.br,vastudios.com.br,0.3024,ICICI,0.2182,0.4286,low,lexical+cse
partnerwithshipbob.com,partnerwithshipbob.com,0.3569,BoB,0.104,0.7364,low,lexical+cse
diegocastilloph.com.ar,diegocastilloph.com.ar,0.3337,ICICI,0.2424,0.4706,low,lexical+cse
dwtnek.top,dwtnek.top,0.3074,PNB,0.1789,0.5,low,lexical+cse
bluecroworganics.com,bluecroworganics.com,0.3595,NIC,0.0991,0.75,low,lexical+cse
regeneraciencia.com.ar,regeneraciencia.com.ar,0.3233,ICICI,0.2251,0.4706,low,lexical+cse
amedclinic.com,amedclinic.com,0.3707,NIC,0.075,0.8143,low,lexical+cse
i21r3.top,i21r3.top,0.3088,IRCTC,0.229,0.4286,low,lexical+cse
convitefy.com.br,convitefy.com.br,0.3309,ICICI,0.2182,0.5,low,lexical+cse
toisfeet.com.br,toisfeet.com.br,0.3025,ICICI,0.2079,0.4444,low,lexical+cse
pornindo.icu,pornindo.icu,0.3484,PNB,0.1806,0.6,low,lexical+cse
iedux.com.br,iedux.com.br,0.3196,ICICI,0.1994,0.5,low,lexical+cse
bintaro.icu,bintaro.icu,0.3108,IOCL,0.1847,0.5,low,lexical+cse
bobozzle.com,bobozzle.com,0.3778,BoB,0.0631,0.85,low,lexical+cse
clinichub.link,clinichub.link,0.3683,NIC,0.071,0.8143,low,lexical+cse
southsideroleplay.xyz,southsideroleplay.xyz,0.3012,SBI,0.2163,0.4286,low,lexical+cse
3dnic.com,3dnic.com,0.4203,NIC,0.0782,0.9333,low,lexical+cse
g7vp18.info,g7vp18.info,0.3078,NIC,0.1209,0.5882,low,lexical+cse
ngvenice.store,ngvenice.store,0.3731,NIC,0.079,0.8143,low,lexical+cse
onereceptivo.com.br,onereceptivo.com.br,0.3142,ICICI,0.2226,0.4516,low,lexical+cse
166bet2.com.br,166bet2.com.br,0.3045,ICICI,0.2511,0.3846,low,lexical+cse
adaptivecognitivediagnostics.clinic,adaptivecognitivediagnostics.clinic,0.3434,NIC,0.1152,0.6857,low,lexical+cse
nosugarnicki.info,nosugarnicki.info,0.3619,NIC,0.0855,0.7765,low,lexical+cse
cogniclear-en-us.us,cogniclear-en-us.us,0.364,NIC,0.1015,0.7579,low,lexical+cse
jingpin49106176.top,jingpin49106176.top,0.3116,IOCL,0.2813,0.3571,low,lexical+cse
a3netq6v.top,a3netq6v.top,0.3075,PNB,0.2162,0.4444,low,lexical+cse
integralisbio.com,integralisbio.com,0.3666,SBI,0.0934,0.7765,low,lexical+cse
evouni.com.br,evouni.com.br,0.3132,ICICI,0.202,0.48,low,lexical+cse
wdnc9e.top,wdnc9e.top,0.3199,PNB,0.1998,0.5,low,lexical+cse
demonicgriefclothing.com,demonicgriefclothing.com,0.3512,NIC,0.1021,0.725,low,lexical+cse
nice211.com,nice211.com,0.4155,NIC,0.1107,0.8727,low,lexical+cse
fincrux.click,fincrux.click,0.3028,ICICI,0.1847,0.48,low,lexical+cse
finexpand.xyz,finexpand.xyz,0.3144,SBI,0.1907,0.5,low,lexical+cse
eugeniacomunica.com,eugeniacomunica.com,0.3536,NIC,0.0841,0.7579,low,lexical+cse
nashadpolyclinic.com,nashadpolyclinic.com,0.3567,NIC,0.0945,0.75,low,lexical+cse
prolificcommunications.com,prolificcommunications.com,0.3467,NIC,0.1009,0.7154,low,lexical+cse
spintronicslab.com,spintronicslab.com,0.3622,NIC,0.0926,0.7667,low,lexical+cse
fhdu34.click,fhdu34.click,0.3297,HDFC,0.2162,0.5,low,lexical+cse
jatimcapital.co.id,jatimcapital.co.id,0.3046,ICICI,0.2177,0.4348,low,lexical+cse
beyondthesurfacebyveronica.com,beyondthesurfacebyveronica.com,0.3518,NIC,0.1197,0.7,low,lexical+cse
saintnicholasprestwick.org.uk,saintnicholasprestwick.org.uk,0.4437,NIC,0.2705,0.7034,low,lexical+cse
divonne-les-bains.xyz,divonne-les-bains.xyz,0.3187,SBI,0.2201,0.4667,low,lexical+cse
mamdanicard.com,mamdanicard.com,0.3629,NIC,0.0714,0.8,low,lexical+cse
acdcsoluciones.co.in,acdcsoluciones.co.in,0.3272,SBI,0.2236,0.4828,low,lexical+cse
contabilidadevalore.com.br,contabilidadevalore.com.br,0.3034,ICICI,0.2534,0.3784,low,lexical+cse
dannunziocomunicatore.com,dannunziocomunicatore.com,0.3473,NIC,0.0988,0.72,low,lexical+cse
kingdropsoficial.com.br,kingdropsoficial.com.br,0.3313,ICICI,0.2473,0.4571,low,lexical+cse
nedw.top,nedw.top,0.3322,PNB,0.1728,0.5714,low,lexical+cse
comitynicion.com,comitynicion.com,0.3562,NIC,0.0686,0.7875,low,lexical+cse
harmonicr.com,harmonicr.com,0.3748,NIC,0.0709,0.8308,low,lexical+cse
urbanvibemodas.com.br,urbanvibemodas.com.br,0.3115,BoB,0.2363,0.4242,low,lexical+cse
artmanicure.pl,artmanicure.pl,0.3764,NIC,0.0845,0.8143,low,lexical+cse
graciosastudiodebeleza.com.br,graciosastudiodebeleza.com.br,0.3168,ICICI,0.2678,0.3902,low,lexical+cse
nyataonline.web.id,nyataonline.web.id,0.3691,SBI,0.2202,0.5926,low,lexical+cse
organicfitnesslifecoachingsolutions.com,organicfitnesslifecoachingsolutions.com,0.3462,NIC,0.1257,0.6769,low,lexical+cse
jaquelinemanica.com,jaquelinemanica.com,0.3571,NIC,0.09,0.7579,low,lexical+cse
chronicallyimperfect.com,chronicallyimperfect.com,0.3528,NIC,0.1047,0.725,low,lexical+cse
calibr8.co.il,calibr8.co.il,0.3023,ICICI,0.2075,0.4444,low,lexical+cse
supercompracertaleiloes.com.br,supercompracertaleiloes.com.br,0.3112,ICICI,0.2647,0.381,low,lexical+cse
manicuristshop.online,manicuristshop.online,0.3575,NIC,0.1005,0.7429,low,lexical+cse
life360.work,life360.work,0.3088,SBI,0.234,0.4211,low,lexical+cse
patiserianicolas.com,patiserianicolas.com,0.3561,NIC,0.0935,0.75,low,lexical+cse
faronilesta.click,faronilesta.click,0.3061,SBI,0.2024,0.4615,low,lexical+cse
thangonline.site,thangonline.site,0.3051,SBI,0.0818,0.64,low,lexical+cse
sanidentnicaragua.net,sanidentnicaragua.net,0.3506,NIC,0.0892,0.7429,low,lexical+cse
sbianova.com,sbianova.com,0.3845,SBI,0.0742,0.85,low,lexical+cse
minhhieua125.io.vn,minhhieua125.io.vn,0.3004,IOCL,0.2537,0.3704,low,lexical+cse
meetgreenunicornfarms.com,meetgreenunicornfarms.com,0.349,NIC,0.1016,0.72,low,lexical+cse
tiffanynichol.com,tiffanynichol.com,0.3634,NIC,0.088,0.7765,low,lexical+cse
887n1.top,887n1.top,0.3036,PNB,0.2394,0.4,low,lexical+cse
studioa31.com.br,studioa31.com.br,0.317,ICICI,0.2426,0.4286,low,lexical+cse
verdabotonics.com,verdabotonics.com,0.3666,NIC,0.0934,0.7765,low,lexical+cse
6nzef.top,6nzef.top,0.3307,PNB,0.1956,0.5333,low,lexical+cse
addinfom.icu,addinfom.icu,0.3017,IOCL,0.1853,0.4762,low,lexical+cse
bobjobbers.com,bobjobbers.com,0.3659,BoB,0.067,0.8143,low,lexical+cse
schonclinic.hospital,schonclinic.hospital,0.3527,NIC,0.0878,0.75,low,lexical+cse
konicg.bond,konicg.bond,0.3902,NIC,0.0684,0.8727,low,lexical+cse
mysticaltd.xyz,mysticaltd.xyz,0.3079,SBI,0.1956,0.4762,low,lexical+cse
waxelatelierbynicole.store,waxelatelierbynicole.store,0.3495,NIC,0.1056,0.7154,low,lexical+cse
cottei.com.br,cottei.com.br,0.34,ICICI,0.1933,0.56,low,lexical+cse
6csbwad2.top,6csbwad2.top,0.301,SBI,0.2209,0.4211,low,lexical+cse
filmseridi.com.tr,filmseridi.com.tr,0.3015,ICICI,0.2167,0.4286,low,lexical+cse
viagensls.com.br,viagensls.com.br,0.3045,ICICI,0.2218,0.4286,low,lexical+cse
inovamobile.com.br,inovamobile.com.br,0.3188,ICICI,0.2202,0.4667,low,lexical+cse
summithair.com.br,summithair.com.br,0.3231,ICICI,0.2167,0.4828,low,lexical+cse
novaminddigital.co.uk,novaminddigital.co.uk,0.3085,PNB,0.2382,0.4138,low,lexical+cse
pedulinet.web.id,pedulinet.web.id,0.3179,SBI,0.2099,0.48,low,lexical+cse
crpn.com.br,crpn.com.br,0.3179,ICICI,0.182,0.5217,low,lexical+cse
acquailhapiscinas.com.br,acquailhapiscinas.com.br,0.3032,ICICI,0.2461,0.3889,low,lexical+cse
bazienfajrzone.click,bazienfajrzone.click,0.3007,BoB,0.2095,0.4375,low,lexical+cse
stacerai.com.de,stacerai.com.de,0.3025,ICICI,0.2079,0.4444,low,lexical+cse
en-us-vertigenics.com,en-us-vertigenics.com,0.3609,NIC,0.1063,0.7429,low,lexical+cse
clinicamedibio.com,clinicamedibio.com,0.3559,NIC,0.0821,0.7667,low,lexical+cse
vphonline.top,vphonline.top,0.33,SBI,0.1863,0.5455,low,lexical+cse
ycorganicsjp.com,ycorganicsjp.com,0.3683,NIC,0.0889,0.7875,low,lexical+cse
nicolafactory.ch,nicolafactory.ch,0.3662,NIC,0.0853,0.7875,low,lexical+cse
7-zip.com.br,7-zip.com.br,0.3297,ICICI,0.2162,0.5,low,lexical+cse
silvernestchronicals.blog,silvernestchronicals.blog,0.3522,NIC,0.107,0.72,low,lexical+cse
nichecutter.com,nichecutter.com,0.3682,NIC,0.0803,0.8,low,lexical+cse
bobtok.com,bobtok.com,0.3927,BoB,0.0544,0.9,low,lexical+cse
5ccbet.com.br,5ccbet.com.br,0.3144,ICICI,0.2039,0.48,low,lexical+cse
zehniat-clinic.com,zehniat-clinic.com,0.3631,NIC,0.094,0.7667,low,lexical+cse
rnicrrosofteamss.top,rnicrrosofteamss.top,0.4221,NIC,0.2035,0.75,low,lexical+cse
hsi.life,hsi.life,0.3528,SBI,0.0546,0.8,low,lexical+cse
mixnotes.icu,mixnotes.icu,0.3045,SBI,0.19,0.4762,low,lexical+cse
mhcroftceramics.co.uk,mhcroftceramics.co.uk,0.3075,HDFC,0.2366,0.4138,low,lexical+cse
djgk.in.net,djgk.in.net,0.3005,NIC,0.1871,0.4706,low,lexical+cse
amcrm.com.br,amcrm.com.br,0.3073,ICICI,0.1789,0.5,low,lexical+cse
yswclinic.com,yswclinic.com,0.3765,NIC,0.0736,0.8308,low,lexical+cse
vianicrehabcentre.com,vianicrehabcentre.com,0.3542,NIC,0.0952,0.7429,low,lexical+cse
monic-currency.com,monic-currency.com,0.3588,NIC,0.087,0.7667,low,lexical+cse
kaidcrl.top,kaidcrl.top,0.3021,Airtel,0.1898,0.4706,low,lexical+cse
rebecapinheiro.com.br,rebecapinheiro.com.br,0.3077,ICICI,0.23,0.4242,low,lexical+cse
line002.top,line002.top,0.3244,PNB,0.2269,0.4706,low,lexical+cse
kney.top,kney.top,0.3322,PNB,0.1728,0.5714,low,lexical+cse
punjabizayka.co.in,punjabizayka.co.in,0.3006,BoB,0.2252,0.4138,low,lexical+cse
nicebus.fr,nicebus.fr,0.4041,NIC,0.0734,0.9,low,lexical+cse
pegasuscommunications-usa.com,pegasuscommunications-usa.com,0.3484,NIC,0.1117,0.7034,low,lexical+cse
yingba8h8xn.top,yingba8h8xn.top,0.3,IOCL,0.2223,0.4167,low,lexical+cse
agrotecnicadonjose.com,agrotecnicadonjose.com,0.3533,NIC,0.0979,0.7364,low,lexical+cse
mundodascorridas.com.br,mundodascorridas.com.br,0.302,ICICI,0.2366,0.4,low,lexical+cse
lycee-jean-nicoli.fr,lycee-jean-nicoli.fr,0.3612,NIC,0.1019,0.75,low,lexical+cse
sbhe9.top,sbhe9.top,0.3174,SBI,0.1956,0.5,low,lexical+cse
finroute.click,finroute.click,0.3174,Airtel,0.1956,0.5,low,lexical+cse
tradersofvenice.com,tradersofvenice.com,0.3607,NIC,0.0959,0.7579,low,lexical+cse
chestdisease.clinic,chestdisease.clinic,0.3534,NIC,0.0837,0.7579,low,lexical+cse
callia.com.ar,callia.com.ar,0.3044,ICICI,0.1873,0.48,low,lexical+cse
kwvnfe.top,kwvnfe.top,0.3107,PNB,0.1845,0.5,low,lexical+cse
istanbulmuaytahiiltemsilciligi.com.tr,istanbulmuaytahiiltemsilciligi.com.tr,0.3051,ICICI,0.2908,0.3265,low,lexical+cse
nickshightechhaven.com,nickshightechhaven.com,0.3533,NIC,0.0979,0.7364,low,lexical+cse
brechincitycompetitions.co.uk,brechincitycompetitions.co.uk,0.3073,ICICI,0.2666,0.3684,low,lexical+cse
nicejabe.com,nicejabe.com,0.3845,NIC,0.0742,0.85,low,lexical+cse
nico8ash.org,nico8ash.org,0.3952,NIC,0.092,0.85,low,lexical+cse
thebobblefoo.shop,thebobblefoo.shop,0.3567,BoB,0.0769,0.7765,low,lexical+cse
ikoniccaitlan.com,ikoniccaitlan.com,0.3579,NIC,0.0789,0.7765,low,lexical+cse
fluoxsocial.com.br,fluoxsocial.com.br,0.3206,ICICI,0.2233,0.4667,low,lexical+cse
jingpin13499016.top,jingpin13499016.top,0.3116,IOCL,0.2813,0.3571,low,lexical+cse
asbirlikgayrimenkul.com,asbirlikgayrimenkul.com,0.3564,SBI,0.107,0.7304,low,lexical+cse
clinicadesaludavanzada.com,clinicadesaludavanzada.com,0.3465,NIC,0.1006,0.7154,low,lexical+cse
yebobuy.shop,yebobuy.shop,0.3817,BoB,0.0695,0.85,low,lexical+cse
humanicintelligence.com,humanicintelligence.com,0.3503,NIC,0.0969,0.7304,low,lexical+cse
cirrus-clinical.fr,cirrus-clinical.fr,0.3586,NIC,0.0865,0.7667,low,lexical+cse
theprocaredentalclinic.com,theprocaredentalclinic.com,0.3493,NIC,0.1052,0.7154,low,lexical+cse
studio9.life,studio9.life,0.3078,SBI,0.092,0.6316,low,lexical+cse
beneganicstore.com,beneganicstore.com,0.3615,NIC,0.0915,0.7667,low,lexical+cse
claupellcotillon.com.ar,claupellcotillon.com.ar,0.3242,ICICI,0.2356,0.4571,low,lexical+cse
feliano.icu,feliano.icu,0.3108,IOCL,0.1847,0.5,low,lexical+cse
meetwithshipbob.com,meetwithshipbob.com,0.3578,BoB,0.0911,0.7579,low,lexical+cse
biostella.com.br,biostella.com.br,0.3003,ICICI,0.2147,0.4286,low,lexical+cse
coinguide.icu,coinguide.icu,0.3082,ICICI,0.1804,0.5,low,lexical+cse
hovoline.my.id,hovoline.my.id,0.3327,SBI,0.2067,0.5217,low,lexical+cse
naveiafc.com.br,naveiafc.com.br,0.3344,ICICI,0.2117,0.5185,low,lexical+cse
ditrbotanicals.com,ditrbotanicals.com,0.3622,NIC,0.0926,0.7667,low,lexical+cse
nicholassutin.com,nicholassutin.com,0.3634,NIC,0.088,0.7765,low,lexical+cse
clickcraze111.top,clickcraze111.top,0.3093,ICICI,0.2298,0.4286,low,lexical+cse
iconicstep.shop,iconicstep.shop,0.3668,NIC,0.078,0.8,low,lexical+cse
etaponlinebasvurulari.top,etaponlinebasvurulari.top,0.3183,SBI,0.2167,0.4706,low,lexical+cse
meridianbooks.co.uk,meridianbooks.co.uk,0.3103,IOCL,0.2315,0.4286,low,lexical+cse
grillngoonline.co.uk,grillngoonline.co.uk,0.3001,SBI,0.2243,0.4138,low,lexical+cse
snowballkissmeaning.co.uk,snowballkissmeaning.co.uk,0.3079,BoB,0.2539,0.3889,low,lexical+cse
bakom.go.id,bakom.go.id,0.3221,BoB,0.189,0.5217,low,lexical+cse
3ohrg.top,3ohrg.top,0.3018,HDFC,0.1893,0.4706,low,lexical+cse
organicpigmentssolutions.xyz,organicpigmentssolutions.xyz,0.4196,NIC,0.2279,0.7071,low,lexical+cse
jingpin70469088.top,jingpin70469088.top,0.3116,IOCL,0.2813,0.3571,low,lexical+cse
nextdigitalprime.com.br,nextdigitalprime.com.br,0.309,ICICI,0.2483,0.4,low,lexical+cse
nicolaslopezmunoz.com,nicolaslopezmunoz.com,0.3539,NIC,0.0945,0.7429,low,lexical+cse
bioharmonic.net,bioharmonic.net,0.3713,NIC,0.0855,0.8,low,lexical+cse
clinicalroots.co.uk,clinicalroots.co.uk,0.4378,NIC,0.2245,0.7579,low,lexical+cse
corthexai.com.br,corthexai.com.br,0.3288,ICICI,0.2147,0.5,low,lexical+cse
monicapodologia.com,monicapodologia.com,0.3528,NIC,0.0828,0.7579,low,lexical+cse
designerdiamante.com.br,designerdiamante.com.br,0.321,IOCL,0.2434,0.4375,low,lexical+cse
draravillamunick.com.br,draravillamunick.com.br,0.4376,NIC,0.2424,0.7304,low,lexical+cse
loveguru.in.net,loveguru.in.net,0.3152,NIC,0.2079,0.4762,low,lexical+cse
abysbiryanionline.co.uk,abysbiryanionline.co.uk,0.4388,SBI,0.2443,0.7304,low,lexical+cse
rchqtr.icu,rchqtr.icu,0.3173,IRCTC,0.1733,0.5333,low,lexical+cse
psicomy.com.br,psicomy.com.br,0.3051,ICICI,0.2008,0.4615,low,lexical+cse
aspenovaclinicaltrial.net,aspenovaclinicaltrial.net,0.3476,NIC,0.0994,0.72,low,lexical+cse
theproudclinic.com,theproudclinic.com,0.3634,NIC,0.0946,0.7667,low,lexical+cse
es-banca-electronica.com,es-banca-electronica.com,0.3548,NIC,0.108,0.725,low,lexical+cse
directfdf.top,directfdf.top,0.3118,ICICI,0.1863,0.5,low,lexical+cse
oceanicshippingindia.in.net,oceanicshippingindia.in.net,0.4327,NIC,0.2472,0.7111,low,lexical+cse
themossbies.com,themossbies.com,0.3659,SBI,0.0766,0.8,low,lexical+cse
avixdata.com.br,avixdata.com.br,0.3039,ICICI,0.2103,0.4444,low,lexical+cse
cecilia.app.br,cecilia.app.br,0.3027,ICICI,0.1968,0.4615,low,lexical+cse
omnicloudcx.com,omnicloudcx.com,0.3651,NIC,0.0752,0.8,low,lexical+cse
jenice.com.co,jenice.com.co,0.4447,NIC,0.1873,0.8308,low,lexical+cse
kyleenicolelanser.com,kyleenicolelanser.com,0.3532,NIC,0.0935,0.7429,low,lexical+cse
nuevatecnicadigital.com,nuevatecnicadigital.com,0.3523,NIC,0.1003,0.7304,low,lexical+cse
58e.top,58e.top,0.3091,PNB,0.2075,0.4615,low,lexical+cse
life3.top,life3.top,0.3174,SBI,0.1956,0.5,low,lexical+cse
nicoseguroshub.com,nicoseguroshub.com,0.3615,NIC,0.0915,0.7667,low,lexical+cse
chthonic.systems,chthonic.systems,0.3641,NIC,0.0818,0.7875,low,lexical+cse
zeptonicstech.com,zeptonicstech.com,0.3627,NIC,0.0868,0.7765,low,lexical+cse
omnicod-epoint.digital,omnicod-epoint.digital,0.3555,NIC,0.1016,0.7364,low,lexical+cse
soonicornbreeder.com,soonicornbreeder.com,0.351,NIC,0.085,0.75,low,lexical+cse
nutrialinemendes.com.br,nutrialinemendes.com.br,0.3219,SBI,0.2449,0.4375,low,lexical+cse
ayetechnic.xyz,ayetechnic.xyz,0.4407,NIC,0.1916,0.8143,low,lexical+cse
seattlesonicsblog.com,seattlesonicsblog.com,0.3542,NIC,0.0952,0.7429,low,lexical+cse
bdx.gov.vn,bdx.gov.vn,0.3574,NIC,0.1789,0.625,low,lexical+cse
ajtechnical.co.nz,ajtechnical.co.nz,0.4417,NIC,0.2186,0.7765,low,lexical+cse
nicheforlight.com,nicheforlight.com,0.3654,NIC,0.0913,0.7765,low,lexical+cse
imagixel.com.br,imagixel.com.br,0.3344,ICICI,0.2117,0.5185,low,lexical+cse
lineart.icu,lineart.icu,0.3108,SBI,0.1847,0.5,low,lexical+cse
santamonica4all.com,santamonica4all.com,0.3598,NIC,0.0943,0.7579,low,lexical+cse
electronicsguide.org,electronicsguide.org,0.3567,NIC,0.0945,0.75,low,lexical+cse
goniec.info.pl,goniec.info.pl,0.3193,NIC,0.1989,0.5,low,lexical+cse
ineg.top,ineg.top,0.3322,PNB,0.1728,0.5714,low,lexical+cse
andrianart.my.id,andrianart.my.id,0.3148,IOCL,0.2047,0.48,low,lexical+cse
baseballcanonical.com,baseballcanonical.com,0.3494,NIC,0.0871,0.7429,low,lexical+cse
zillabomb.com.ar,zillabomb.com.ar,0.3246,ICICI,0.2077,0.5,low,lexical+cse
bazienfejarfa.xyz,bazienfejarfa.xyz,0.3118,BoB,0.1979,0.4828,low,lexical+cse
megatronicpy.com,megatronicpy.com,0.3691,NIC,0.0902,0.7875,low,lexical+cse
caven.com.br,caven.com.br,0.3168,ICICI,0.1947,0.5,low,lexical+cse
centralcn10.com.br,centralcn10.com.br,0.3054,ICICI,0.2423,0.4,low,lexical+cse
auralinkelectronics.com,auralinkelectronics.com,0.3535,NIC,0.1021,0.7304,low,lexical+cse
magicvip.life,magicvip.life,0.3027,ICICI,0.0779,0.64,low,lexical+cse
jinsanhe1c8.top,jinsanhe1c8.top,0.3023,IOCL,0.226,0.4167,low,lexical+cse
skylink-installations-clanfield.co.uk,skylink-installations-clanfield.co.uk,0.3024,IOCL,0.301,0.3043,low,lexical+cse
sbionyx.com,sbionyx.com,0.3932,SBI,0.0736,0.8727,low,lexical+cse
hopemedicalclinic.net,hopemedicalclinic.net,0.3536,NIC,0.0942,0.7429,low,lexical+cse
coinbank.top,coinbank.top,0.3398,ICICI,0.1853,0.5714,low,lexical+cse
sbikabuai.com,sbikabuai.com,0.3774,SBI,0.0752,0.8308,low,lexical+cse
myhealthclinic.us,myhealthclinic.us,0.3654,NIC,0.0913,0.7765,low,lexical+cse
minhhieua139.io.vn,minhhieua139.io.vn,0.3004,IOCL,0.2537,0.3704,low,lexical+cse
achadinhovip.com.br,achadinhovip.com.br,0.3173,ICICI,0.2278,0.4516,low,lexical+cse
nice-lift.com,nice-lift.com,0.3823,NIC,0.0832,0.8308,low,lexical+cse
lucianolimaadv.com.br,lucianolimaadv.com.br,0.3099,ICICI,0.2337,0.4242,low,lexical+cse
dongyingkeji.top,dongyingkeji.top,0.3107,SBI,0.1978,0.48,low,lexical+cse
jingpin24242997.top,jingpin24242997.top,0.3074,IOCL,0.2743,0.3571,low,lexical+cse
jingpin90074984.top,jingpin90074984.top,0.3099,IOCL,0.2784,0.3571,low,lexical+cse
csngroup.com.ar,csngroup.com.ar,0.3025,ICICI,0.2079,0.4444,low,lexical+cse
onlineservisbirimi.com,onlineservisbirimi.com,0.3496,SBI,0.0917,0.7364,low,lexical+cse
minhhieua134.io.vn,minhhieua134.io.vn,0.3004,IOCL,0.2537,0.3704,low,lexical+cse
bobnil.shop,bobnil.shop,0.3902,BoB,0.0684,0.8727,low,lexical+cse
byfrankandoak.top,byfrankandoak.top,0.3118,BoB,0.1979,0.4828,low,lexical+cse
allogenichairbank.com,allogenichairbank.com,0.3565,NIC,0.0989,0.7429,low,lexical+cse
homoeoclinic55.com,homoeoclinic55.com,0.3655,NIC,0.098,0.7667,low,lexical+cse
007betcasino.com.br,007betcasino.com.br,0.3355,ICICI,0.2582,0.4516,low,lexical+cse
